text,target,polarity,category,tokens,labels,category_cleaned
Geçen yüzyılın başındaki elektrik devrimini düşünün Ne yaptık Her şeyi elektrikli hale getirdik Her şeye elektrik ekledik Elektrikli fırın Elektrikli süpürge Elektrikli araçlar,"['elektrik devrimini', 'elektirikli', 'elektrik', 'elektrikli fırın', 'elektrikli süpürge', 'elektrikli  araçlar']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive']",social_media,"['Geçen', 'yüzyılın', 'başındaki', 'elektrik', 'devrimini', 'düşünün', 'Ne', 'yaptık', 'Her', 'şeyi', 'elektrikli', 'hale', 'getirdik', 'Her', 'şeye', 'elektrik', 'ekledik', 'Elektrikli', 'fırın', 'Elektrikli', 'süpürge', 'Elektrikli', 'araçlar']","['O', 'O', 'O', 'S', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'B', 'I']",opinion
Sesi biraz daha fazla olabilirmiş özellikle büyük odalarda ya da gürültülü ortamlarda ses seviyesi yeterli olmuyor Yüksek sesle dinlerken daha fazla bass ve derinlik beklerdim çünkü mevcut ses seviyesi daha geniş alanlarda veya dış mekanlarda pek yeterli olmuyor İç mekanlarda kullanım için uygun olsa da daha güçlü ses isteyenler için bu seviyede ses çıkışı yetersiz kalabilir Bu nedenle sesin biraz daha yüksek olmasını tercih ederdim,"['Ses seviyesi', 'Bass performansı', 'Dış mekan ses performansı', 'İç mekan ses performansı']","['negative', 'neutral', 'negative', 'neutral']",product,"['Sesi', 'biraz', 'daha', 'fazla', 'olabilirmiş', 'özellikle', 'büyük', 'odalarda', 'ya', 'da', 'gürültülü', 'ortamlarda', 'ses', 'seviyesi', 'yeterli', 'olmuyor', 'Yüksek', 'sesle', 'dinlerken', 'daha', 'fazla', 'bass', 've', 'derinlik', 'beklerdim', 'çünkü', 'mevcut', 'ses', 'seviyesi', 'daha', 'geniş', 'alanlarda', 'veya', 'dış', 'mekanlarda', 'pek', 'yeterli', 'olmuyor', 'İç', 'mekanlarda', 'kullanım', 'için', 'uygun', 'olsa', 'da', 'daha', 'güçlü', 'ses', 'isteyenler', 'için', 'bu', 'seviyede', 'ses', 'çıkışı', 'yetersiz', 'kalabilir', 'Bu', 'nedenle', 'sesin', 'biraz', 'daha', 'yüksek', 'olmasını', 'tercih', 'ederdim']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",product
Ön ve arka kamerasından pek birşey beklememek lazım ama iş görüyor,['Ön ve arka kamerasından'],['neutral'],product,"['Ön', 've', 'arka', 'kamerasından', 'pek', 'birşey', 'beklememek', 'lazım', 'ama', 'iş', 'görüyor']","['B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",product
tıpkı gerçek parayı yok etmenin illegal olması gibi Evrende de enerjinin yok edilmesi illegal,"['gerçek parayı', 'Evrende', 'enerjinin yok edilmesi']","['neutral', 'neutral', 'negative']",social_media,"['tıpkı', 'gerçek', 'parayı', 'yok', 'etmenin', 'illegal', 'olması', 'gibi', 'Evrende', 'de', 'enerjinin', 'yok', 'edilmesi', 'illegal']","['O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'B', 'I', 'I', 'O']",opinion
Türk Telekomun kullanıcı memnuniyetini zedeleyen bir uygulamasını aktarmak istiyorum Turkcellden ayrılıp Türk Telekoma geçtiğimde ailevi sebeplerle hattımı kapatmak zorunda kaldım fakat bunun karşılığında cayma bedeli adı altında 270 lira talep edilmesi müşteri haklarına yönelik ciddi bir hayal kırıklığı yaratıyor,"['Türk Telekomun kullanıcı memnuniyetini zedeleyen bir uygulamasını', 'cayma bedeli']","['negative', 'negative']",service,"['Türk', 'Telekomun', 'kullanıcı', 'memnuniyetini', 'zedeleyen', 'bir', 'uygulamasını', 'aktarmak', 'istiyorum', 'Turkcellden', 'ayrılıp', 'Türk', 'Telekoma', 'geçtiğimde', 'ailevi', 'sebeplerle', 'hattımı', 'kapatmak', 'zorunda', 'kaldım', 'fakat', 'bunun', 'karşılığında', 'cayma', 'bedeli', 'adı', 'altında', '270', 'lira', 'talep', 'edilmesi', 'müşteri', 'haklarına', 'yönelik', 'ciddi', 'bir', 'hayal', 'kırıklığı', 'yaratıyor']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",service
Ütü yaparken fazla ağırlık hissetmek hoş olmadı Kablosu yeterince uzun Kablosunun uzun olması rahatlık sağlıyor,"['Ütü yaparken fazla ağırlık hissetmek', 'Kablosu', 'Kablosunun uzun olması']","['positive', 'positive', 'positive']",product,"['Ütü', 'yaparken', 'fazla', 'ağırlık', 'hissetmek', 'hoş', 'olmadı', 'Kablosu', 'yeterince', 'uzun', 'Kablosunun', 'uzun', 'olması', 'rahatlık', 'sağlıyor']","['B', 'I', 'I', 'I', 'I', 'O', 'O', 'S', 'O', 'O', 'B', 'I', 'I', 'O', 'O']",product
Çok güzel video olmuş Barış bey18 yaşında biri olarak dediklerinizi kendimde teyit etdim ve gözümün önümden sosyal medya profilleri kaydı adeta Gerçekten de zaman git gide zorlaşıyor gibi hissediyorum İnsanların kendini ispatlama çabası ve türlü türlü şeyler ,"['video', 'sosyal medya profilleri', 'zaman', 'İnsanların kendini ispatlama çabası']","['positive', 'negative', 'negative', 'negative']",social_media,"['Çok', 'güzel', 'video', 'olmuş', 'Barış', 'bey18', 'yaşında', 'biri', 'olarak', 'dediklerinizi', 'kendimde', 'teyit', 'etdim', 've', 'gözümün', 'önümden', 'sosyal', 'medya', 'profilleri', 'kaydı', 'adeta', 'Gerçekten', 'de', 'zaman', 'git', 'gide', 'zorlaşıyor', 'gibi', 'hissediyorum', 'İnsanların', 'kendini', 'ispatlama', 'çabası', 've', 'türlü', 'türlü', 'şeyler']","['O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O']",opinion
Fermuar kalitesi ne çok sağlam ne de hemen bozulacak kadar kötü günlük kullanıma yeterli görünüyor,"['Fermuar kalitesi', 'günlük kullanıma']","['negative', 'negative']",product,"['Fermuar', 'kalitesi', 'ne', 'çok', 'sağlam', 'ne', 'de', 'hemen', 'bozulacak', 'kadar', 'kötü', 'günlük', 'kullanıma', 'yeterli', 'görünüyor']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O']",product
Sahalar oldukça iyi Soyunma odaları geniş ve temiz Fiyatlar makul,"['Sahalar', 'Soyunma odaları', 'Fiyatlar']","['positive', 'positive', 'neutral']",daily_life,"['Sahalar', 'oldukça', 'iyi', 'Soyunma', 'odaları', 'geniş', 've', 'temiz', 'Fiyatlar', 'makul']","['S', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'S', 'O']",experience
Monitörün renkleri çok canlı göz yormuyor ayak kısmı biraz dengesiz menü tuşları ise kullanışlı,"['Monitörün renkleri', 'ayak kısmı', 'menü tuşları']","['positive', 'negative', 'positive']",product,"['Monitörün', 'renkleri', 'çok', 'canlı', 'göz', 'yormuyor', 'ayak', 'kısmı', 'biraz', 'dengesiz', 'menü', 'tuşları', 'ise', 'kullanışlı']","['B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O']",electronics
Prizleri bozuktu ve çalışmıyordu Konumu ve temizliği güzeldi ancak oda fotoğrafta gösterilen değildi ve küçüktü,"['Prizleri', 'Konumu', 'temizliği', 'oda']","['negative', 'positive', 'positive', 'negative']",daily_life,"['Prizleri', 'bozuktu', 've', 'çalışmıyordu', 'Konumu', 've', 'temizliği', 'güzeldi', 'ancak', 'oda', 'fotoğrafta', 'gösterilen', 'değildi', 've', 'küçüktü']","['S', 'O', 'O', 'O', 'S', 'O', 'S', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O']",experience
Uygulamayı kullanmak çok keyifli Firma Ayrıca her soruna yardımcı oluyor Destek ekibi çok iyi,"['Uygulamayı', 'Firma', 'Destek ekibi']","['positive', 'positive', 'positive']",social_media,"['Uygulamayı', 'kullanmak', 'çok', 'keyifli', 'Firma', 'Ayrıca', 'her', 'soruna', 'yardımcı', 'oluyor', 'Destek', 'ekibi', 'çok', 'iyi']","['S', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O']",opinion
Yatak hiç iyi değildi çok ezik ve bozuktu Yatağın ortası kelimenin tam anlamıyla benimle birlikte çöktü ,"['Yatak', 'Yatağın ortası']","['negative', 'negative']",daily_life,"['Yatak', 'hiç', 'iyi', 'değildi', 'çok', 'ezik', 've', 'bozuktu', 'Yatağın', 'ortası', 'kelimenin', 'tam', 'anlamıyla', 'benimle', 'birlikte', 'çöktü']","['S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O']",experience
Bazı alıştırmalar fazla tekrara dayalı bir süre sonra aynı şeyleri yapmaktan sıkılıyorum,['Bazı alıştırmalar'],['negative'],entertainment,"['Bazı', 'alıştırmalar', 'fazla', 'tekrara', 'dayalı', 'bir', 'süre', 'sonra', 'aynı', 'şeyleri', 'yapmaktan', 'sıkılıyorum']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",game
Günlük kullanımda gerçekten akıcı bir bilgisayar deneyimi sunuyor Hem performans olarak hızlı hem de touchpad deneyimi oldukça iyi Touchpad çok hassas parmak hareketlerine anında tepki veriyor ve bu da özellikle çoklu görevlerde işleri hızlandırıyor Bu kalite faydalı ve konforlu bir deneyim sunuyor ,"['Günlük kullanımda', 'bilgisayar deneyimi', 'performans olarak', 'touchpad deneyimi', 'Touchpad', 'kalite', 'deneyim']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']",product,"['Günlük', 'kullanımda', 'gerçekten', 'akıcı', 'bir', 'bilgisayar', 'deneyimi', 'sunuyor', 'Hem', 'performans', 'olarak', 'hızlı', 'hem', 'de', 'touchpad', 'deneyimi', 'oldukça', 'iyi', 'Touchpad', 'çok', 'hassas', 'parmak', 'hareketlerine', 'anında', 'tepki', 'veriyor', 've', 'bu', 'da', 'özellikle', 'çoklu', 'görevlerde', 'işleri', 'hızlandırıyor', 'Bu', 'kalite', 'faydalı', 've', 'konforlu', 'bir', 'deneyim', 'sunuyor']","['B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'S', 'O']",product
kalitesiz perdeden sunulan film gerçekten izlerken çok sahte duruyordu,['kalitesiz perdeden sunulan film'],['negative'],social_media,"['kalitesiz', 'perdeden', 'sunulan', 'film', 'gerçekten', 'izlerken', 'çok', 'sahte', 'duruyordu']","['B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O']",opinion
Çekiş performansını yetersiz buldum başka süpürgelerdeki gibi değil memnun değilim,['Çekiş performansını'],['negative'],product,"['Çekiş', 'performansını', 'yetersiz', 'buldum', 'başka', 'süpürgelerdeki', 'gibi', 'değil', 'memnun', 'değilim']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",product
Parkın kafesi çok keyifliydi fiyatlar ise ortalamaydı servis ise biraz yavaştı,"['kafesi', 'fiyatlar', 'servis']","['positive', 'neutral', 'negative']",social_media,"['Parkın', 'kafesi', 'çok', 'keyifliydi', 'fiyatlar', 'ise', 'ortalamaydı', 'servis', 'ise', 'biraz', 'yavaştı']","['O', 'S', 'O', 'O', 'S', 'O', 'O', 'S', 'O', 'O', 'O']",comment
Akıllı ev sisteminin kurulumu basitti Ancak bazen internet bağlantısı gidince sistem kitleniyor,"['kurulumu', 'internet bağlantısı']","['positive','negative']",product,"['Akıllı', 'ev', 'sisteminin', 'kurulumu', 'basitti', 'Ancak', 'bazen', 'internet', 'bağlantısı', 'gidince', 'sistem', 'kitleniyor']","['O', 'O', 'O', 'S', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']",product
Klima oldukça yeni kullanması kolay Isınma konusu sorunsuz ve daire temizdi,"['Klima', 'Isınma', 'daire']","['positive', 'positive', 'positive']",daily_life,"['Klima', 'oldukça', 'yeni', 'kullanması', 'kolay', 'Isınma', 'konusu', 'sorunsuz', 've', 'daire', 'temizdi']","['S', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'S', 'O']",experience
Çorba da fasulye de lezzetsizdi tatlıyı da sevmedim ikram için teşekkürler yine de,"['Çorba', 'fasulye', 'tatlıyı']","['negative', 'negative', 'negative']",daily_life,"['Çorba', 'da', 'fasulye', 'de', 'lezzetsizdi', 'tatlıyı', 'da', 'sevmedim', 'ikram', 'için', 'teşekkürler', 'yine', 'de']","['S', 'O', 'S', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",experience
Büyük Patlama 1931 yılında ilk kez ortaya atıldığında Evrenin başlangıcına yönelik çok önemli bir öngörü sunuyordu,"['Büyük Patlama', 'öngörü']","['positive', 'positive']",social_media,"['Büyük', 'Patlama', '1931', 'yılında', 'ilk', 'kez', 'ortaya', 'atıldığında', 'Evrenin', 'başlangıcına', 'yönelik', 'çok', 'önemli', 'bir', 'öngörü', 'sunuyordu']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O']",opinion
Köpürtme özelliği harika ancak makinenin gürültülü çalışması kötüydü,"['Köpürtme özelliği', 'makinenin gürültülü çalışması']","['positive', 'negative']",product,"['Köpürtme', 'özelliği', 'harika', 'ancak', 'makinenin', 'gürültülü', 'çalışması', 'kötüydü']","['B', 'I', 'O', 'O', 'B', 'I', 'I', 'O']",product
6 yıl önce Malezyada kısa ama unutulmaz bir dönem geçirmiştik Şimdi yeniden aynı sokaklarda aynı hislerle dolaşmak bambaşka bir deneyimdi Bu kez yanımızda oğlumuz ve yepyeni anılar var,"['Malezyada kısa ama unutulmaz bir dönem', 'aynı sokaklarda aynı hislerle dolaşmak', 'bambaşka bir deneyimdi', 'yanımızda oğlumuz', 'yepyeni anılar']","['positive', 'positive', 'positive', 'positive', 'positive']",social_media,"['6', 'yıl', 'önce', 'Malezyada', 'kısa', 'ama', 'unutulmaz', 'bir', 'dönem', 'geçirmiştik', 'Şimdi', 'yeniden', 'aynı', 'sokaklarda', 'aynı', 'hislerle', 'dolaşmak', 'bambaşka', 'bir', 'deneyimdi', 'Bu', 'kez', 'yanımızda', 'oğlumuz', 've', 'yepyeni', 'anılar', 'var']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O']",opinion
Çocuk bölümü oldukça sade tutulmuş ne yaratıcı ne de yetersizdi diyebilirim Tuvaletlerin durumu ise hijyen açısından hiç iç açıcı değildi,"['Çocuk bölümü', 'Tuvaletlerin durumu']","['neutral', 'negative']",entertainment,"['Çocuk', 'bölümü', 'oldukça', 'sade', 'tutulmuş', 'ne', 'yaratıcı', 'ne', 'de', 'yetersizdi', 'diyebilirim', 'Tuvaletlerin', 'durumu', 'ise', 'hijyen', 'açısından', 'hiç', 'iç', 'açıcı', 'değildi']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",entertainment
Japonların geleneksel değerlere bağlılığı ve modern yaşamı birleştirmesi etkileyici bu durum kültürel zenginliği korumayı sağlıyor,"['geleneksel değerlere bağlılığı', 'modern yaşamı birleştirmesi']","['positive', 'positive']",daily_life,"['Japonların', 'geleneksel', 'değerlere', 'bağlılığı', 've', 'modern', 'yaşamı', 'birleştirmesi', 'etkileyici', 'bu', 'durum', 'kültürel', 'zenginliği', 'korumayı', 'sağlıyor']","['O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",community_life
markette satılan ürünlerin birçoğunun son kullanma tarihi geçmişti bu marketi bakanlığa şikayet ettim,"['son kullanma tarihi', 'şikayet']","['negative', 'negative']",social_media,"['markette', 'satılan', 'ürünlerin', 'birçoğunun', 'son', 'kullanma', 'tarihi', 'geçmişti', 'bu', 'marketi', 'bakanlığa', 'şikayet', 'ettim']","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'S', 'O']",opinion
1990 yılında Arçelik ile iş hayatına adım atmak benim için önemli ve bi okda güzel bir deneyimdi,['Arçelik ile iş hayatına adım atmak'],['positive'],daily_life,"['1990', 'yılında', 'Arçelik', 'ile', 'iş', 'hayatına', 'adım', 'atmak', 'benim', 'için', 'önemli', 've', 'bi', 'okda', 'güzel', 'bir', 'deneyimdi']","['O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",experience
Doğumdan Önce Son Ziyaretimiz Aileye Yeni Bir Üye Geliyor Bugün çok sevdiğimiz arkadaşlarımızı doğumdan önce son kez ziyaret ediyoruz,"['Son Ziyaretimiz', 'Yeni Bir Üye', 'ziyaret']","['neutral', 'positive', 'positive']",social_media,"['Doğumdan', 'Önce', 'Son', 'Ziyaretimiz', 'Aileye', 'Yeni', 'Bir', 'Üye', 'Geliyor', 'Bugün', 'çok', 'sevdiğimiz', 'arkadaşlarımızı', 'doğumdan', 'önce', 'son', 'kez', 'ziyaret', 'ediyoruz']","['O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O']",opinion
TBMM Başkanı Mustafa Şentop Cumhurbaşkanı Erdoğanın İstanbul Sözleşmesinden çekildiği gibi Montrö Boğazlar Sözleşmesinden ve diğer uluslararası anlaşmalardan da çekilebileceğini ifade etti,"['TBMM Başkanı Mustafa Şentop', 'diğer uluslararası anlaşmalardan da']","['negative', 'negative']",politics,"['TBMM', 'Başkanı', 'Mustafa', 'Şentop', 'Cumhurbaşkanı', 'Erdoğanın', 'İstanbul', 'Sözleşmesinden', 'çekildiği', 'gibi', 'Montrö', 'Boğazlar', 'Sözleşmesinden', 've', 'diğer', 'uluslararası', 'anlaşmalardan', 'da', 'çekilebileceğini', 'ifade', 'etti']","['B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O']",politics
Bazen hayat o kadar garip ki kendimizi bir karikatür dergisinde yer alan bir köşe gibi hissediyoruz Herkesin hayatı bir şekilde mizahi bir şekilde anlatılabilir ancak gerçeklik ve absürdlük arasındaki ince çizgideyiz,"['hayat', 'karikatür dergisinde', 'gerçeklik ve absürdlük arasındaki ince çizgideyiz']","['neutral', 'neutral', 'neutral']",social_media,"['Bazen', 'hayat', 'o', 'kadar', 'garip', 'ki', 'kendimizi', 'bir', 'karikatür', 'dergisinde', 'yer', 'alan', 'bir', 'köşe', 'gibi', 'hissediyoruz', 'Herkesin', 'hayatı', 'bir', 'şekilde', 'mizahi', 'bir', 'şekilde', 'anlatılabilir', 'ancak', 'gerçeklik', 've', 'absürdlük', 'arasındaki', 'ince', 'çizgideyiz']","['O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I']",opinion
Oda ve iletişim güzeldi bi kusur göremedim şampuan ve duş jeli gibi şeylerin olmaması dışında Banyo biraz eski ve bakımsızdı,"['Oda', 'iletişim', 'Banyo']","['positive', 'positive', 'negative']",daily_life,"['Oda', 've', 'iletişim', 'güzeldi', 'bi', 'kusur', 'göremedim', 'şampuan', 've', 'duş', 'jeli', 'gibi', 'şeylerin', 'olmaması', 'dışında', 'Banyo', 'biraz', 'eski', 've', 'bakımsızdı']","['S', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O']",experience
Konaklama normaldi diyebilirim Otel yanındaki tadilatın aktif olması nedeniyle şanssızdık maalesef,"['Konaklama', 'Otel yanındaki tadilatın aktif olması']","['neutral', 'negative']",daily_life,"['Konaklama', 'normaldi', 'diyebilirim', 'Otel', 'yanındaki', 'tadilatın', 'aktif', 'olması', 'nedeniyle', 'şanssızdık', 'maalesef']","['S', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O']",experience
Çocukların verdiği cezaları uygularken gösterdiğiniz sabır gerçekten takdire şayandı bu kadar pozitif olmanız çok güzel,"['sabır', 'pozitif olmanız']","['positive', 'positive']",entertainment,"['Çocukların', 'verdiği', 'cezaları', 'uygularken', 'gösterdiğiniz', 'sabır', 'gerçekten', 'takdire', 'şayandı', 'bu', 'kadar', 'pozitif', 'olmanız', 'çok', 'güzel']","['O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O']",entertainment
Siz kitlesi olan insanlar 3 maymunu oynamaktan vazgeçin ve gercekten adaletli bir gelecek yaratmak istemekte samimi iseniz örnek olun böylece gençlerin sokakta jop yemek yerine sizi izlemeye başlasınlar sizinde onları bilinclendirmeye,['Siz kitlesi olan insanlar'],['negative'],social_media,"['Siz', 'kitlesi', 'olan', 'insanlar', '3', 'maymunu', 'oynamaktan', 'vazgeçin', 've', 'gercekten', 'adaletli', 'bir', 'gelecek', 'yaratmak', 'istemekte', 'samimi', 'iseniz', 'örnek', 'olun', 'böylece', 'gençlerin', 'sokakta', 'jop', 'yemek', 'yerine', 'sizi', 'izlemeye', 'başlasınlar', 'sizinde', 'onları', 'bilinclendirmeye']","['B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",opinion
Video dersler çok kaliteli ve anlaşılır eğitmenler de konuyu basit örneklerle pekiştiriyor,"['Video dersler', 'eğitmenler']","['positive', 'positive']",entertainment,"['Video', 'dersler', 'çok', 'kaliteli', 've', 'anlaşılır', 'eğitmenler', 'de', 'konuyu', 'basit', 'örneklerle', 'pekiştiriyor']","['B', 'I', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O']",game
Patara Örenyeri Aynı zamanda Anadoludan Romaya nakledilen tahılların depolandığı bir liman olarak ünlüdür Burası zamanında ticaretiyle meşhurdur,"['Patara Örenyeri', 'ticaretiyle']","['neutral', 'positive']",misc,"['Patara', 'Örenyeri', 'Aynı', 'zamanda', 'Anadoludan', 'Romaya', 'nakledilen', 'tahılların', 'depolandığı', 'bir', 'liman', 'olarak', 'ünlüdür', 'Burası', 'zamanında', 'ticaretiyle', 'meşhurdur']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O']",information
Sadece yorumları okuyorum herkes harika ya helal olsun çocuk sana milletin gulen yüzü umudu oldun resmen helal sana tekrardan,"['yorumları', 'milletin gulen yüzü', 'umudu']","['neutral', 'positive', 'positive']",social_media,"['Sadece', 'yorumları', 'okuyorum', 'herkes', 'harika', 'ya', 'helal', 'olsun', 'çocuk', 'sana', 'milletin', 'gulen', 'yüzü', 'umudu', 'oldun', 'resmen', 'helal', 'sana', 'tekrardan']","['O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'S', 'O', 'O', 'O', 'O', 'O']",opinion
Bu kulaklık dişarıdaki sesi izole etme konusunda sınıfta kaldı,"['kulaklık', 'dişarıdaki sesi izole etme']","['negative', 'negative']",product,"['Bu', 'kulaklık', 'dişarıdaki', 'sesi', 'izole', 'etme', 'konusunda', 'sınıfta', 'kaldı']","['O', 'S', 'B', 'I', 'I', 'I', 'O', 'O', 'O']",electronics
Yine okumakta zorlandığım Çin işkencesine dönen bir Orhan Pamuk kitabı oldu,['Orhan Pamuk kitabı'],['negative'],social_media,"['Yine', 'okumakta', 'zorlandığım', 'Çin', 'işkencesine', 'dönen', 'bir', 'Orhan', 'Pamuk', 'kitabı', 'oldu']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O']",opinion
Kadro Personelin son derece mütevazı ve işbirlikçi olması konaklamamızı daha da keyifli hale getirdi Cristina ve Behzata masadaki mükemmel hizmetlerinden dolayı özel olarak teşekkür etmek istiyorum gerçekten beklenenin çok ötesine geçtiler,"['Kadro', 'Personelin', 'Cristina', 'Behzata', 'masadaki mükemmel hizmetlerinden']","['positive', 'positive', 'positive', 'positive', 'positive']",accommodation,"['Kadro', 'Personelin', 'son', 'derece', 'mütevazı', 've', 'işbirlikçi', 'olması', 'konaklamamızı', 'daha', 'da', 'keyifli', 'hale', 'getirdi', 'Cristina', 've', 'Behzata', 'masadaki', 'mükemmel', 'hizmetlerinden', 'dolayı', 'özel', 'olarak', 'teşekkür', 'etmek', 'istiyorum', 'gerçekten', 'beklenenin', 'çok', 'ötesine', 'geçtiler']","['S', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'S', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",accommodation
Ses kalitesi çok kötü Görüntü kalitesi aşırı düşük Çekim iyi yapılmamış Ses kaydı zaten özensiz,"['Ses kalitesi', 'Görüntü kalitesi', 'Çekim', 'Ses kaydı']","['negative', 'negative', 'negative', 'negative']",social_media,"['Ses', 'kalitesi', 'çok', 'kötü', 'Görüntü', 'kalitesi', 'aşırı', 'düşük', 'Çekim', 'iyi', 'yapılmamış', 'Ses', 'kaydı', 'zaten', 'özensiz']","['B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'S', 'O', 'O', 'B', 'I', 'O', 'O']",comment
İyi ki Samsung aldımhem tablet hem telefon olarakandroid işletim sistemi kesinlikle çok daha iyi,"['Samsung', 'android işletim sistemi']","['positive', 'positive']",product,"['İyi', 'ki', 'Samsung', 'aldımhem', 'tablet', 'hem', 'telefon', 'olarakandroid', 'işletim', 'sistemi', 'kesinlikle', 'çok', 'daha', 'iyi']","['O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",product
